ISO3,year,country,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,redist_after,redist,abs_red,abs_red_se,rel_red,rel_red_se,region,light_gini_lpp,sol,sol_gt10,light_gini_lpp_gt10,income_cat
TUN,1990,Tunisia,37.3,2,42.8,2.3,,,,,,,Africa,84.0473851789518,614533.633120191,749.971827522007,80.8056665670396,Middle Income
TUN,1995,Tunisia,37.1,2.2,42.6,2.4,,,,,,,Africa,82.53674688979,430892,809.087776497273,78.790598825689,Middle Income
TUN,2000,Tunisia,36.6,2.1,42,2.4,,,,,,,Africa,68.1257745171923,467058,7693.76568215427,49.0055000027764,Middle Income
TUN,2005,Tunisia,35.7,1.7,41.1,2,,,,,,,Africa,62.2282054356286,471267,7684.28789508539,47.1677661787929,Middle Income
TUN,2010,Tunisia,34.3,1.7,39.7,2,,,,,,,Africa,62.2323802299135,886943,15315.5423777612,46.1997507655429,Middle Income
TUR,1990,Turkey,45,2,47.3,2,1985,TRUE,2.3,2.8,4.9,3.4,Asia,57.8594671669619,2164921.00181951,1438.7235977041,49.3035315592996,Middle Income
TUR,1995,Turkey,46.5,1.8,48.6,1.9,1985,TRUE,2.1,2.6,4.3,3.2,Asia,56.2071400906236,2269329,2132.79443700552,50.0158662453541,Middle Income
TUR,2000,Turkey,45.4,1.8,47.2,1.8,1985,TRUE,1.8,2.5,3.8,3.1,Asia,50.0678943668543,2486291,59027.9309232545,45.38926002157,Middle Income
TUR,2005,Turkey,44,1.2,45.7,1.3,1985,TRUE,1.7,1.8,3.7,2.2,Asia,52.0666932489103,2239367,46569.7182865624,47.0649720147976,Middle Income
TUR,2010,Turkey,41.5,0.9,43.4,1,1985,TRUE,1.9,1.3,4.4,1.6,Asia,54.8821175693094,4790463,104284.869122816,47.9079583684825,Middle Income
TUR,2015,Turkey,39.9,1.1,41.8,1.2,1985,TRUE,1.9,1.6,4.5,2,Asia,72.9957064871624,3730972.26648747,59178.6328416573,71.6631328588436,Middle Income
TWN,1990,Taiwan,27.4,0.7,28.4,0.9,1985,TRUE,1,1.1,3.5,1.4,Asia,74.2126103177356,1933599.68616552,86.7700889002664,58.3679724782709,High Income
TWN,1995,Taiwan,28.4,0.4,31.2,0.4,1985,TRUE,2.8,0.6,9,0.7,Asia,71.7069203897736,657202,112.569420209715,57.9877808503662,High Income
TWN,2000,Taiwan,29,0.4,30.6,0.4,1985,TRUE,1.6,0.6,5.2,0.7,Asia,69.3288446492263,688795,2533.25519820134,49.1614446398927,High Income
TWN,2005,Taiwan,30.5,0.4,32.3,0.4,1985,TRUE,1.8,0.6,5.6,0.7,Asia,64.7645411557395,693095,2469.81560261154,47.6939724730159,High Income
TWN,2010,Taiwan,31.4,0.4,32.8,0.5,1985,TRUE,1.4,0.6,4.3,0.8,Asia,69.1654356887958,957923,4138.46070034866,51.1007798062884,High Income
TWN,2015,Taiwan,30.1,1,32.4,1.4,1985,TRUE,2.3,1.7,7.1,2.2,Asia,62.7341164507871,804462.924423896,1754.66204415772,52.0103197535469,High Income
TZA,1990,Tanzania,40.4,2,37.1,2.3,,,,,,,Africa,66.8448559362484,77928.705012653,35.4893309915193,66.8448559362484,Low Income
TZA,1995,Tanzania,41.4,2.2,37.3,2.4,,,,,,,Africa,61.5026079631414,69601,61.9846489647989,61.5026079631414,Low Income
TZA,2000,Tanzania,42.3,1.7,37.8,2,,,,,,,Africa,67.5002380449061,65172,322.869873547352,60.8774144993485,Low Income
TZA,2005,Tanzania,43.4,2,38.5,2.2,,,,,,,Africa,71.1231187242657,61990,295.33313931544,61.7094260555591,Low Income
TZA,2010,Tanzania,43.5,1.8,38.6,1.9,,,,,,,Africa,69.0710436460877,131657,676.638513519472,61.3403822810377,Low Income
TZA,2015,Tanzania,43.7,2.2,38.7,2.3,,,,,,,Africa,72.8883941326452,61183.5197445615,223.795727246518,70.8066295159351,Low Income
UGA,1990,Uganda,37.5,2.2,42.8,2.6,,,,,,,Africa,52.0444220091524,18778.9527492852,1.05710250311689,52.0444220091524,Low Income
UGA,1995,Uganda,36.8,1.9,42.6,2.2,,,,,,,Africa,48.2118697109867,27645,2.35967504720115,48.2118697109867,Low Income
UGA,2000,Uganda,38,1.5,43.8,1.9,,,,,,,Africa,60.4329141105209,26252,51.5375337766668,50.979751668299,Low Income
UGA,2005,Uganda,39,1.5,44.9,1.7,,,,,,,Africa,62.9346464060328,26633,45.7926432469542,53.4561544300247,Low Income
UGA,2010,Uganda,38.6,1.7,44.6,2,,,,,,,Africa,54.5216223935336,55845,105.418065138128,46.0244878951158,Low Income
UKR,1990,Ukraine,22.1,1.6,21.4,1.5,1993,FALSE,,,,,Europe,41.2329064104106,5924133.55634372,6910.15587832535,36.6140925740892,Middle Income
UKR,1995,Ukraine,28.3,1.8,29.1,1.8,1993,TRUE,0.800000000000001,2.5,2.7,3.1,Europe,43.309701885304,4273116,6135.77405051581,39.0003683651223,Middle Income
UKR,2000,Ukraine,28.7,1.7,30,1.6,1993,TRUE,1.3,2.3,4.3,2.8,Europe,38.9517360787376,3040713,114465.260397272,36.533698191073,Middle Income
UKR,2005,Ukraine,27.4,1.8,29.6,1.7,1993,TRUE,2.2,2.5,7.4,3,Europe,39.9308532425195,2641419,92454.5799263295,37.0762540710776,Middle Income
UKR,2010,Ukraine,25.5,1.9,27.9,1.8,1993,TRUE,2.4,2.6,8.6,3.2,Europe,39.4991626302701,4842474,176178.378852703,36.6273191882547,Middle Income
UKR,2015,Ukraine,25,2.4,28.3,2.5,1993,TRUE,3.3,3.5,11.7,4.3,Europe,70.7035557679198,860729.345165782,18743.7212798597,71.3091133298224,Middle Income
URY,1990,Uruguay,40.1,1.2,50.1,1.8,1985,TRUE,10,2.2,20,2.8,Americas,67.5717382135556,343133.999416249,290.591922976621,67.5717382135556,High Income
URY,1995,Uruguay,39.7,1.1,50.1,1.6,1985,TRUE,10.4,1.9,20.8,2.5,Americas,66.2236054249978,179026,707.463290801332,65.502386354356,High Income
URY,2000,Uruguay,41.2,1,51.9,1.5,1985,TRUE,10.7,1.8,20.6,2.3,Americas,62.2101733408718,195613,2026.81771632744,63.3099580953374,High Income
URY,2005,Uruguay,42.2,0.7,53.2,0.9,1985,TRUE,11,1.1,20.7,1.4,Americas,62.1857186685402,150076,1504.40438585864,61.2277050297908,High Income
URY,2010,Uruguay,40.3,0.3,50.1,0.3,1985,TRUE,9.8,0.4,19.6,0.5,Americas,58.8242513499422,292211,2799.19876725956,61.368902165562,High Income
URY,2015,Uruguay,37,0.9,46.5,1.3,1985,TRUE,9.5,1.6,20.4,2.1,Americas,75.0267403780796,244948.186631501,1130.86189506324,63.0133943650181,High Income
USA,1990,United States,34.7,0.6,46.7,0.9,1975,TRUE,12,1.1,25.7,1.4,Americas,75.9786130591433,194478575.507762,220974.584440547,63.4150672377281,High Income
USA,1995,United States,35.8,0.6,48.1,0.9,1975,TRUE,12.3,1.1,25.6,1.4,Americas,72.3927777116591,66085059,261521.189701543,61.3236298948837,High Income
USA,2000,United States,35.7,0.3,47.6,0.3,1975,TRUE,11.9,0.4,25,0.5,Americas,57.1952591077828,66739230,975668.819080954,47.9020506478354,High Income
USA,2005,United States,37,0.6,48.9,0.8,1975,TRUE,11.9,1,24.3,1.3,Americas,56.8822223102468,55408210,762969.996742959,47.4086922397021,High Income
USA,2010,United States,37,0.2,50.8,0.3,1975,TRUE,13.8,0.4,27.2,0.5,Americas,56.9063061340667,83799703,1231892.64025652,46.7267943685432,High Income
USA,2015,United States,37.7,1.1,50.9,1.4,1975,TRUE,13.2,1.8,25.9,2.3,Americas,73.1509126659813,45449495.1120769,364677.254162787,57.9657905192889,High Income
UZB,1990,Uzbekistan,32.3,2.6,38.1,2.5,,,,,,,Asia,87.0127926420089,1896517.54575648,2368.59941858936,79.3255971032829,Middle Income
UZB,1995,Uzbekistan,34.3,2.7,40.5,2.6,,,,,,,Asia,85.3821430154365,1372459,2299.32192090629,76.7033791149575,Middle Income
UZB,2000,Uzbekistan,35.4,2.4,41.6,2.1,,,,,,,Asia,68.6516542533418,950601,13536.8831763684,52.8459928913186,Middle Income
VCT,1995,Saint Vincent and the Grenadines,52,3.8,51.5,4.7,,,,,,,Americas,89.4247525141259,2882,1.23168789424841,60.5692840372023,
VCT,2000,Saint Vincent and the Grenadines,50.3,3.9,50.5,4.9,,,,,,,Americas,59.7217092515932,2826,16.8120704434723,37.1236551933356,
VCT,2005,Saint Vincent and the Grenadines,48.6,3.8,49.6,4.9,,,,,,,Americas,61.7916793645255,2504,14.7701537415959,39.4192517893074,
VEN,1990,Venezuela,39.9,1.2,40.8,1.5,1985,TRUE,0.899999999999999,1.9,2.2,2.4,Americas,81.4751611101629,3443847.19457745,2907.24221383265,76.766039600834,High Income
VEN,1995,Venezuela,42.2,1.1,43.1,1.5,1985,TRUE,0.899999999999999,1.9,2.1,2.4,Americas,77.6255670445109,1675021,4840.71567739926,74.9622438028176,High Income
VEN,2000,Venezuela,42.3,0.9,43.4,1.3,1985,TRUE,1.1,1.6,2.5,2.1,Americas,70.8984434314374,1577663,26874.5307410373,56.0266676235393,High Income
VEN,2005,Venezuela,42,0.9,42.6,1.3,1985,TRUE,0.600000000000001,1.6,1.4,2.1,Americas,73.6552065960398,1411226,21637.9996072397,57.683291382908,High Income
VEN,2010,Venezuela,37.1,1.1,38.1,1.5,1985,TRUE,1,1.9,2.6,2.4,Americas,70.804003369021,2345394,38971.7627058496,55.3806175429003,High Income
VEN,2015,Venezuela,36,1.7,37,2.2,1985,TRUE,1,2.8,2.7,3.6,Americas,92.5557205001585,3554857.52634194,72841.2276290659,93.823676916904,High Income
VNM,1995,Viet Nam,39.5,1.8,40.6,1.9,,,,,,,Asia,62.7539253297443,301622,35.0483670745868,59.1846730232216,Middle Income
VNM,2000,Viet Nam,40,1.5,41,1.5,,,,,,,Asia,58.9688184073226,523635,2089.2281170795,55.9639544574668,Middle Income
VNM,2005,Viet Nam,40.9,1.3,42,1.3,,,,,,,Asia,59.609240823786,694088,2734.08422601138,56.505367163652,Middle Income
VNM,2010,Viet Nam,41.8,1.2,42.9,1.3,,,,,,,Asia,56.6757403733826,1633933,8307.70859570543,54.4193926455463,Middle Income
VUT,2010,Vanuatu,42.8,1.9,43.7,1.7,,,,,,,Oceania,73.2552141131441,8039,64.4646787774863,54.6103895358283,Middle Income
WSM,2005,Samoa,48.7,2.5,49.9,2.6,,,,,,,Oceania,60.2927521472078,1758,22.3128692074596,44.4716062308941,Middle Income
YEM,1995,Yemen,40.3,2.2,41.5,2.3,,,,,,,Asia,82.8698458539008,198020,623.732345540791,71.6730818817225,Middle Income
YEM,2000,Yemen,39.7,2,40.9,2.1,,,,,,,Asia,74.8585209744258,226442,2739.82347460533,58.9422600815289,Middle Income
YEM,2005,Yemen,40.5,1.9,41.8,2,,,,,,,Asia,75.6163392056133,305079,3744.19591285086,62.6213386426125,Middle Income
YEM,2010,Yemen,41.1,2.4,42.3,2.6,,,,,,,Asia,74.7437366372168,696954,10782.2079860136,65.0708216862738,Middle Income
ZAF,1990,South Africa,56,1.8,64.1,2.7,1985,TRUE,8.09999999999999,3.2,12.6,4.2,Africa,82.3403432800878,5051781.2241798,6392.30186928173,72.3838876130921,Middle Income
ZAF,1995,South Africa,56.2,1.4,65.1,2.2,1985,TRUE,8.89999999999999,2.6,13.7,3.4,Africa,84.1638617742716,1940311,5886.95121188053,72.3048922000418,Middle Income
ZAF,2000,South Africa,56.7,1.4,66.3,2.1,1985,TRUE,9.59999999999999,2.5,14.5,3.3,Africa,68.3745317434557,1966862,17480.2121330843,67.9764618211387,Middle Income
ZAF,2005,South Africa,58,1.3,67.8,1.7,1985,TRUE,9.8,2.1,14.5,2.7,Africa,68.2472635985441,1980429,17462.0669694057,66.7236135634726,Middle Income
ZAF,2010,South Africa,58.3,0.8,68.4,0.9,1985,TRUE,10.1,1.2,14.8,1.5,Africa,68.2062705306256,3162153,31297.337830263,65.5441800378009,Middle Income
ZAF,2015,South Africa,57.9,1.5,67.6,2,1985,TRUE,9.7,2.5,14.3,3.2,Africa,84.9392739978446,1727123.08805495,9634.53510697594,77.5435472052559,Middle Income
ZMB,1990,Zambia,49.2,2.5,55.6,2.8,,,,,,,Africa,65.3301114074309,160239.053761763,122.577108792067,64.897308323489,Middle Income
ZMB,1995,Zambia,47.2,2,54.2,2.3,,,,,,,Africa,63.6643542925142,93965,155.759441392301,61.1628478942289,Middle Income
ZMB,2000,Zambia,46.4,1.9,53.8,2.2,,,,,,,Africa,65.2370073163568,85102,1185.09245086668,52.0616873065284,Middle Income
ZMB,2005,Zambia,48.2,1.7,55.5,2,,,,,,,Africa,62.3280045411635,83839,1108.95813607358,51.6559646211869,Middle Income
ZMB,2010,Zambia,50,2,57.2,2.5,,,,,,,Africa,65.1735050411398,169053,2434.78449916801,52.208389340269,Middle Income
ZMB,2015,Zambia,50.5,2.7,57.7,3.1,,,,,,,Africa,80.2674314114254,117409.292259085,1199.23141979926,75.3892010590076,Middle Income
ZWE,1995,Zimbabwe,44.1,2.4,49.6,2.9,,,,,,,Africa,59.5181772843518,157721,234.039859003543,59.2355745437772,Low Income
ZWE,2000,Zimbabwe,43.3,2.6,49.1,3,,,,,,,Africa,56.0527179175001,138533,2603.27610962025,47.2371117910377,Low Income
ZWE,2005,Zimbabwe,42,2.7,48.1,3.2,,,,,,,Africa,54.7696794110426,119130,1850.36621870314,47.1508093887854,Low Income
ZWE,2010,Zimbabwe,40.7,2.6,46.9,3.1,,,,,,,Africa,61.8632570052028,145397,2402.57235584783,49.6187569935753,Low Income
